	SRA	newname
33	SRR6519830	smartseq_BladderTissue_bladder_urothelial_cell_33
34	SRR6520190	smartseq_BladderTissue_bladder_urothelial_cell_34
35	SRR6520585	smartseq_BladderTissue_bladder_urothelial_cell_35
36	SRR6521330	smartseq_BladderTissue_bladder_cell_36
37	SRR6519575	smartseq_BladderTissue_bladder_urothelial_cell_37
38	SRR6519831	smartseq_BladderTissue_bladder_urothelial_cell_38
39	SRR6520191	smartseq_BladderTissue_bladder_urothelial_cell_39
40	SRR6520587	smartseq_BladderTissue_bladder_urothelial_cell_40
41	SRR6521353	smartseq_BladderTissue_bladder_urothelial_cell_41
42	SRR6519832	smartseq_BladderTissue_bladder_urothelial_cell_42
43	SRR6520192	smartseq_BladderTissue_bladder_urothelial_cell_43
44	SRR6520590	smartseq_BladderTissue_bladder_urothelial_cell_44
45	SRR6521499	smartseq_BladderTissue_bladder_urothelial_cell_45
46	SRR6519834	smartseq_BladderTissue_bladder_urothelial_cell_46
47	SRR6520193	smartseq_BladderTissue_bladder_urothelial_cell_47
48	SRR6520592	smartseq_BladderTissue_bladder_urothelial_cell_48
49	SRR6520194	smartseq_BladderTissue_bladder_urothelial_cell_49
50	SRR6520594	smartseq_BladderTissue_bladder_urothelial_cell_50
51	SRR6521341	smartseq_BladderTissue_bladder_cell_51
52	SRR6521463	smartseq_BladderTissue_bladder_cell_52
53	SRR6519549	smartseq_BladderTissue_bladder_cell_53
54	SRR6519816	smartseq_BladderTissue_bladder_cell_54
55	SRR6520174	smartseq_BladderTissue_bladder_cell_55
56	SRR6520559	smartseq_BladderTissue_bladder_cell_56
57	SRR6519835	smartseq_BladderTissue_bladder_urothelial_cell_57
58	SRR6520195	smartseq_BladderTissue_bladder_urothelial_cell_58
59	SRR6519836	smartseq_BladderTissue_bladder_urothelial_cell_59
60	SRR6520196	smartseq_BladderTissue_bladder_urothelial_cell_60
61	SRR6520596	smartseq_BladderTissue_bladder_urothelial_cell_61
62	SRR6519837	smartseq_BladderTissue_bladder_urothelial_cell_62
63	SRR6520197	smartseq_BladderTissue_bladder_urothelial_cell_63
64	SRR6520598	smartseq_BladderTissue_bladder_urothelial_cell_64
65	SRR6521563	smartseq_BladderTissue_bladder_cell_65
66	SRR6519817	smartseq_BladderTissue_bladder_cell_66
67	SRR6520175	smartseq_BladderTissue_bladder_cell_67
68	SRR6520561	smartseq_BladderTissue_bladder_cell_68
69	SRR6521785	smartseq_BladderTissue_bladder_cell_69
70	SRR6519553	smartseq_BladderTissue_bladder_cell_70
71	SRR6519818	smartseq_BladderTissue_bladder_cell_71
72	SRR6520176	smartseq_BladderTissue_bladder_cell_72
73	SRR6520563	smartseq_BladderTissue_bladder_cell_73
74	SRR6522007	smartseq_BladderTissue_bladder_urothelial_cell_74
75	SRR6521470	smartseq_BladderTissue_bladder_cell_75
76	SRR6519819	smartseq_BladderTissue_bladder_cell_76
77	SRR6520179	smartseq_BladderTissue_bladder_cell_77
78	SRR6519622	smartseq_BladderTissue_bladder_urothelial_cell_78
79	SRR6519820	smartseq_BladderTissue_bladder_cell_79
80	SRR6520180	smartseq_BladderTissue_bladder_cell_80
81	SRR6520565	smartseq_BladderTissue_bladder_cell_81
82	SRR6519844	smartseq_BladderTissue_bladder_urothelial_cell_82
83	SRR6519555	smartseq_BladderTissue_bladder_cell_83
84	SRR6519821	smartseq_BladderTissue_bladder_cell_84
85	SRR6520181	smartseq_BladderTissue_bladder_cell_85
86	SRR6520568	smartseq_BladderTissue_bladder_cell_86
87	SRR6520066	smartseq_BladderTissue_bladder_urothelial_cell_87
88	SRR6519558	smartseq_BladderTissue_bladder_urothelial_cell_88
89	SRR6519823	smartseq_BladderTissue_bladder_cell_89
90	SRR6520182	smartseq_BladderTissue_bladder_cell_90
91	SRR6520570	smartseq_BladderTissue_bladder_urothelial_cell_91
92	SRR6520288	smartseq_BladderTissue_bladder_urothelial_cell_92
93	SRR6521479	smartseq_BladderTissue_bladder_urothelial_cell_93
94	SRR6519560	smartseq_BladderTissue_bladder_urothelial_cell_94
95	SRR6519824	smartseq_BladderTissue_bladder_cell_95
96	SRR6520183	smartseq_BladderTissue_bladder_cell_96
97	SRR6520572	smartseq_BladderTissue_bladder_urothelial_cell_97
98	SRR6521375	smartseq_BladderTissue_bladder_cell_98
99	SRR6520198	smartseq_BladderTissue_bladder_cell_99
100	SRR6521530	smartseq_BladderTissue_bladder_urothelial_cell_100
101	SRR6519595	smartseq_BladderTissue_bladder_urothelial_cell_101
102	SRR6519848	smartseq_BladderTissue_bladder_cell_102
103	SRR6520208	smartseq_BladderTissue_bladder_cell_103
104	SRR6520618	smartseq_BladderTissue_bladder_urothelial_cell_104
105	SRR6519597	smartseq_BladderTissue_bladder_urothelial_cell_105
106	SRR6519849	smartseq_BladderTissue_bladder_cell_106
107	SRR6520209	smartseq_BladderTissue_bladder_cell_107
108	SRR6520620	smartseq_BladderTissue_bladder_urothelial_cell_108
109	SRR6521552	smartseq_BladderTissue_bladder_urothelial_cell_109
110	SRR6519850	smartseq_BladderTissue_bladder_cell_110
111	SRR6520210	smartseq_BladderTissue_bladder_urothelial_cell_111
112	SRR6520625	smartseq_BladderTissue_bladder_urothelial_cell_112
113	SRR6521575	smartseq_BladderTissue_bladder_cell_113
114	SRR6519599	smartseq_BladderTissue_bladder_urothelial_cell_114
115	SRR6519851	smartseq_BladderTissue_bladder_cell_115
116	SRR6520212	smartseq_BladderTissue_bladder_cell_116
117	SRR6520627	smartseq_BladderTissue_bladder_urothelial_cell_117
118	SRR6521597	smartseq_BladderTissue_bladder_cell_118
119	SRR6519852	smartseq_BladderTissue_bladder_cell_119
120	SRR6520213	smartseq_BladderTissue_bladder_cell_120
121	SRR6521540	smartseq_BladderTissue_bladder_urothelial_cell_121
122	SRR6519853	smartseq_BladderTissue_bladder_urothelial_cell_122
123	SRR6520214	smartseq_BladderTissue_bladder_urothelial_cell_123
124	SRR6520629	smartseq_BladderTissue_bladder_urothelial_cell_124
125	SRR6521619	smartseq_BladderTissue_bladder_cell_125
126	SRR6519854	smartseq_BladderTissue_bladder_urothelial_cell_126
127	SRR6520215	smartseq_BladderTissue_bladder_urothelial_cell_127
128	SRR6520631	smartseq_BladderTissue_bladder_urothelial_cell_128
129	SRR6521545	smartseq_BladderTissue_bladder_urothelial_cell_129
130	SRR6519855	smartseq_BladderTissue_bladder_urothelial_cell_130
131	SRR6520216	smartseq_BladderTissue_bladder_urothelial_cell_131
132	SRR6520633	smartseq_BladderTissue_bladder_urothelial_cell_132
133	SRR6521547	smartseq_BladderTissue_bladder_urothelial_cell_133
134	SRR6519857	smartseq_BladderTissue_bladder_urothelial_cell_134
135	SRR6520217	smartseq_BladderTissue_bladder_urothelial_cell_135
136	SRR6520636	smartseq_BladderTissue_bladder_urothelial_cell_136
137	SRR6519858	smartseq_BladderTissue_bladder_urothelial_cell_137
138	SRR6520218	smartseq_BladderTissue_bladder_urothelial_cell_138
139	SRR6520638	smartseq_BladderTissue_bladder_urothelial_cell_139
140	SRR6521397	smartseq_BladderTissue_bladder_cell_140
141	SRR6519838	smartseq_BladderTissue_bladder_cell_141
142	SRR6520199	smartseq_BladderTissue_bladder_cell_142
143	SRR6520601	smartseq_BladderTissue_bladder_cell_143
144	SRR6519859	smartseq_BladderTissue_bladder_urothelial_cell_144
145	SRR6520219	smartseq_BladderTissue_bladder_urothelial_cell_145
146	SRR6519860	smartseq_BladderTissue_bladder_urothelial_cell_146
147	SRR6520220	smartseq_BladderTissue_bladder_urothelial_cell_147
148	SRR6520640	smartseq_BladderTissue_bladder_urothelial_cell_148
149	SRR6519861	smartseq_BladderTissue_bladder_urothelial_cell_149
150	SRR6520221	smartseq_BladderTissue_bladder_urothelial_cell_150
151	SRR6520642	smartseq_BladderTissue_bladder_urothelial_cell_151
152	SRR6521419	smartseq_BladderTissue_bladder_cell_152
153	SRR6521514	smartseq_BladderTissue_bladder_cell_153
154	SRR6519839	smartseq_BladderTissue_bladder_cell_154
155	SRR6520201	smartseq_BladderTissue_bladder_cell_155
156	SRR6520603	smartseq_BladderTissue_bladder_cell_156
157	SRR6521441	smartseq_BladderTissue_bladder_cell_157
158	SRR6519840	smartseq_BladderTissue_bladder_cell_158
159	SRR6520202	smartseq_BladderTissue_bladder_cell_159
160	SRR6520605	smartseq_BladderTissue_bladder_cell_160
161	SRR6521464	smartseq_BladderTissue_bladder_urothelial_cell_161
162	SRR6519586	smartseq_BladderTissue_bladder_cell_162
163	SRR6519841	smartseq_BladderTissue_bladder_cell_163
164	SRR6520203	smartseq_BladderTissue_bladder_cell_164
165	SRR6520607	smartseq_BladderTissue_bladder_cell_165
166	SRR6519842	smartseq_BladderTissue_bladder_cell_166
167	SRR6520204	smartseq_BladderTissue_bladder_cell_167
168	SRR6520609	smartseq_BladderTissue_bladder_cell_168
169	SRR6519588	smartseq_BladderTissue_bladder_cell_169
170	SRR6519843	smartseq_BladderTissue_bladder_cell_170
171	SRR6520205	smartseq_BladderTissue_bladder_cell_171
172	SRR6520612	smartseq_BladderTissue_bladder_cell_172
173	SRR6521486	smartseq_BladderTissue_bladder_urothelial_cell_173
174	SRR6519591	smartseq_BladderTissue_bladder_urothelial_cell_174
175	SRR6519846	smartseq_BladderTissue_bladder_cell_175
176	SRR6520206	smartseq_BladderTissue_bladder_cell_176
177	SRR6520614	smartseq_BladderTissue_bladder_urothelial_cell_177
178	SRR6521508	smartseq_BladderTissue_bladder_urothelial_cell_178
179	SRR6519593	smartseq_BladderTissue_bladder_urothelial_cell_179
180	SRR6519847	smartseq_BladderTissue_bladder_cell_180
181	SRR6520207	smartseq_BladderTissue_bladder_cell_181
182	SRR6520616	smartseq_BladderTissue_bladder_urothelial_cell_182
183	SRR6521641	smartseq_BladderTissue_bladder_cell_183
184	SRR6519604	smartseq_BladderTissue_bladder_cell_184
185	SRR6519862	smartseq_BladderTissue_bladder_cell_185
186	SRR6520223	smartseq_BladderTissue_bladder_cell_186
187	SRR6520644	smartseq_BladderTissue_bladder_cell_187
188	SRR6521819	smartseq_BladderTissue_bladder_urothelial_cell_188
189	SRR6519872	smartseq_BladderTissue_bladder_cell_189
190	SRR6520232	smartseq_BladderTissue_bladder_cell_190
191	SRR6520662	smartseq_BladderTissue_bladder_urothelial_cell_191
192	SRR6519873	smartseq_BladderTissue_bladder_cell_192
193	SRR6520234	smartseq_BladderTissue_bladder_cell_193
194	SRR6520664	smartseq_BladderTissue_bladder_urothelial_cell_194
195	SRR6519874	smartseq_BladderTissue_bladder_cell_195
196	SRR6520235	smartseq_BladderTissue_bladder_cell_196
197	SRR6520666	smartseq_BladderTissue_bladder_urothelial_cell_197
198	SRR6519617	smartseq_BladderTissue_bladder_urothelial_cell_198
199	SRR6519875	smartseq_BladderTissue_bladder_cell_199
200	SRR6520236	smartseq_BladderTissue_bladder_cell_200
201	SRR6520669	smartseq_BladderTissue_bladder_urothelial_cell_201
202	SRR6519876	smartseq_BladderTissue_bladder_cell_202
203	SRR6520237	smartseq_BladderTissue_bladder_cell_203
204	SRR6520671	smartseq_BladderTissue_bladder_urothelial_cell_204
205	SRR6521841	smartseq_BladderTissue_bladder_cell_205
206	SRR6521590	smartseq_BladderTissue_bladder_urothelial_cell_206
207	SRR6519877	smartseq_BladderTissue_bladder_urothelial_cell_207
208	SRR6520238	smartseq_BladderTissue_bladder_urothelial_cell_208
209	SRR6520673	smartseq_BladderTissue_bladder_urothelial_cell_209
210	SRR6521592	smartseq_BladderTissue_bladder_urothelial_cell_210
211	SRR6519619	smartseq_BladderTissue_bladder_urothelial_cell_211
212	SRR6519879	smartseq_BladderTissue_bladder_urothelial_cell_212
213	SRR6520239	smartseq_BladderTissue_bladder_urothelial_cell_213
214	SRR6520675	smartseq_BladderTissue_bladder_urothelial_cell_214
215	SRR6519621	smartseq_BladderTissue_bladder_urothelial_cell_215
216	SRR6519880	smartseq_BladderTissue_bladder_urothelial_cell_216
217	SRR6520240	smartseq_BladderTissue_bladder_urothelial_cell_217
218	SRR6520677	smartseq_BladderTissue_bladder_urothelial_cell_218
219	SRR6519881	smartseq_BladderTissue_bladder_urothelial_cell_219
220	SRR6520241	smartseq_BladderTissue_bladder_urothelial_cell_220
221	SRR6520680	smartseq_BladderTissue_bladder_urothelial_cell_221
222	SRR6519882	smartseq_BladderTissue_bladder_urothelial_cell_222
223	SRR6520242	smartseq_BladderTissue_bladder_urothelial_cell_223
224	SRR6520682	smartseq_BladderTissue_bladder_urothelial_cell_224
225	SRR6521663	smartseq_BladderTissue_bladder_cell_225
226	SRR6519863	smartseq_BladderTissue_bladder_cell_226
227	SRR6520224	smartseq_BladderTissue_bladder_cell_227
228	SRR6520647	smartseq_BladderTissue_bladder_cell_228
229	SRR6521601	smartseq_BladderTissue_bladder_urothelial_cell_229
230	SRR6519883	smartseq_BladderTissue_bladder_urothelial_cell_230
231	SRR6520243	smartseq_BladderTissue_bladder_urothelial_cell_231
232	SRR6520684	smartseq_BladderTissue_bladder_urothelial_cell_232
233	SRR6519884	smartseq_BladderTissue_bladder_urothelial_cell_233
234	SRR6520245	smartseq_BladderTissue_bladder_urothelial_cell_234
235	SRR6520686	smartseq_BladderTissue_bladder_urothelial_cell_235
236	SRR6521605	smartseq_BladderTissue_bladder_urothelial_cell_236
237	SRR6519885	smartseq_BladderTissue_bladder_urothelial_cell_237
238	SRR6520246	smartseq_BladderTissue_bladder_urothelial_cell_238
239	SRR6521686	smartseq_BladderTissue_bladder_cell_239
240	SRR6519864	smartseq_BladderTissue_bladder_cell_240
241	SRR6520225	smartseq_BladderTissue_bladder_cell_241
242	SRR6520649	smartseq_BladderTissue_bladder_cell_242
243	SRR6519865	smartseq_BladderTissue_bladder_cell_243
244	SRR6520226	smartseq_BladderTissue_bladder_cell_244
245	SRR6520651	smartseq_BladderTissue_bladder_cell_245
246	SRR6521708	smartseq_BladderTissue_bladder_urothelial_cell_246
247	SRR6521568	smartseq_BladderTissue_bladder_cell_247
248	SRR6519866	smartseq_BladderTissue_bladder_cell_248
249	SRR6520227	smartseq_BladderTissue_bladder_cell_249
250	SRR6520653	smartseq_BladderTissue_bladder_cell_250
251	SRR6521730	smartseq_BladderTissue_bladder_urothelial_cell_251
252	SRR6519608	smartseq_BladderTissue_bladder_cell_252
253	SRR6519868	smartseq_BladderTissue_bladder_cell_253
254	SRR6520228	smartseq_BladderTissue_bladder_cell_254
255	SRR6520655	smartseq_BladderTissue_bladder_cell_255
256	SRR6521752	smartseq_BladderTissue_bladder_urothelial_cell_256
257	SRR6519610	smartseq_BladderTissue_bladder_cell_257
258	SRR6519869	smartseq_BladderTissue_bladder_cell_258
259	SRR6520229	smartseq_BladderTissue_bladder_cell_259
260	SRR6521774	smartseq_BladderTissue_bladder_urothelial_cell_260
261	SRR6519613	smartseq_BladderTissue_bladder_urothelial_cell_261
262	SRR6519870	smartseq_BladderTissue_bladder_cell_262
263	SRR6520230	smartseq_BladderTissue_bladder_cell_263
264	SRR6520658	smartseq_BladderTissue_bladder_urothelial_cell_264
265	SRR6521797	smartseq_BladderTissue_bladder_urothelial_cell_265
266	SRR6519615	smartseq_BladderTissue_bladder_urothelial_cell_266
267	SRR6519871	smartseq_BladderTissue_bladder_cell_267
268	SRR6520231	smartseq_BladderTissue_bladder_cell_268
269	SRR6520660	smartseq_BladderTissue_bladder_urothelial_cell_269
270	SRR6521863	smartseq_BladderTissue_bladder_cell_270
271	SRR6521607	smartseq_BladderTissue_bladder_cell_271
272	SRR6519886	smartseq_BladderTissue_bladder_cell_272
273	SRR6520247	smartseq_BladderTissue_bladder_cell_273
274	SRR6520688	smartseq_BladderTissue_bladder_cell_274
275	SRR6521974	smartseq_BladderTissue_bladder_urothelial_cell_275
276	SRR6521627	smartseq_BladderTissue_bladder_urothelial_cell_276
277	SRR6519633	smartseq_BladderTissue_bladder_urothelial_cell_277
278	SRR6519896	smartseq_BladderTissue_bladder_cell_278
279	SRR6520257	smartseq_BladderTissue_bladder_cell_279
280	SRR6520706	smartseq_BladderTissue_bladder_urothelial_cell_280
281	SRR6519636	smartseq_BladderTissue_bladder_urothelial_cell_281
282	SRR6520258	smartseq_BladderTissue_bladder_cell_282
283	SRR6520708	smartseq_BladderTissue_bladder_urothelial_cell_283
284	SRR6521996	smartseq_BladderTissue_bladder_urothelial_cell_284
285	SRR6521632	smartseq_BladderTissue_bladder_urothelial_cell_285
286	SRR6519638	smartseq_BladderTissue_bladder_urothelial_cell_286
287	SRR6519897	smartseq_BladderTissue_bladder_cell_287
288	SRR6520259	smartseq_BladderTissue_bladder_cell_288
289	SRR6520710	smartseq_BladderTissue_bladder_urothelial_cell_289
290	SRR6519898	smartseq_BladderTissue_bladder_cell_290
291	SRR6520260	smartseq_BladderTissue_bladder_cell_291
292	SRR6520713	smartseq_BladderTissue_bladder_urothelial_cell_292
293	SRR6519899	smartseq_BladderTissue_bladder_cell_293
294	SRR6520261	smartseq_BladderTissue_bladder_cell_294
295	SRR6522019	smartseq_BladderTissue_bladder_cell_295
296	SRR6520262	smartseq_BladderTissue_bladder_urothelial_cell_296
297	SRR6520715	smartseq_BladderTissue_bladder_urothelial_cell_297
298	SRR6522041	smartseq_BladderTissue_bladder_cell_298
299	SRR6519640	smartseq_BladderTissue_bladder_urothelial_cell_299
300	SRR6519901	smartseq_BladderTissue_bladder_urothelial_cell_300
301	SRR6520263	smartseq_BladderTissue_bladder_urothelial_cell_301
302	SRR6520717	smartseq_BladderTissue_bladder_urothelial_cell_302
303	SRR6519642	smartseq_BladderTissue_bladder_urothelial_cell_303
304	SRR6519902	smartseq_BladderTissue_bladder_urothelial_cell_304
305	SRR6520264	smartseq_BladderTissue_bladder_urothelial_cell_305
306	SRR6520719	smartseq_BladderTissue_bladder_urothelial_cell_306
307	SRR6521645	smartseq_BladderTissue_bladder_urothelial_cell_307
308	SRR6519903	smartseq_BladderTissue_bladder_urothelial_cell_308
309	SRR6520265	smartseq_BladderTissue_bladder_urothelial_cell_309
310	SRR6520721	smartseq_BladderTissue_bladder_urothelial_cell_310
311	SRR6519904	smartseq_BladderTissue_bladder_urothelial_cell_311
312	SRR6520267	smartseq_BladderTissue_bladder_urothelial_cell_312
313	SRR6520724	smartseq_BladderTissue_bladder_urothelial_cell_313
314	SRR6521885	smartseq_BladderTissue_bladder_cell_314
315	SRR6519625	smartseq_BladderTissue_bladder_cell_315
316	SRR6519887	smartseq_BladderTissue_bladder_cell_316
317	SRR6520248	smartseq_BladderTissue_bladder_cell_317
318	SRR6520691	smartseq_BladderTissue_bladder_cell_318
319	SRR6519905	smartseq_BladderTissue_bladder_urothelial_cell_319
320	SRR6520268	smartseq_BladderTissue_bladder_urothelial_cell_320
321	SRR6520726	smartseq_BladderTissue_bladder_urothelial_cell_321
322	SRR6521651	smartseq_BladderTissue_bladder_urothelial_cell_322
323	SRR6519906	smartseq_BladderTissue_bladder_urothelial_cell_323
324	SRR6520269	smartseq_BladderTissue_bladder_urothelial_cell_324
325	SRR6520728	smartseq_BladderTissue_bladder_urothelial_cell_325
326	SRR6519907	smartseq_BladderTissue_bladder_urothelial_cell_326
327	SRR6520270	smartseq_BladderTissue_bladder_urothelial_cell_327
328	SRR6520730	smartseq_BladderTissue_bladder_urothelial_cell_328
329	SRR6521908	smartseq_BladderTissue_bladder_cell_329
330	SRR6521612	smartseq_BladderTissue_bladder_cell_330
331	SRR6519888	smartseq_BladderTissue_bladder_cell_331
332	SRR6520249	smartseq_BladderTissue_bladder_cell_332
333	SRR6520693	smartseq_BladderTissue_bladder_cell_333
334	SRR6521930	smartseq_BladderTissue_bladder_cell_334
335	SRR6519627	smartseq_BladderTissue_bladder_cell_335
336	SRR6519890	smartseq_BladderTissue_bladder_cell_336
337	SRR6520250	smartseq_BladderTissue_bladder_cell_337
338	SRR6520695	smartseq_BladderTissue_bladder_cell_338
339	SRR6521952	smartseq_BladderTissue_bladder_urothelial_cell_339
340	SRR6521616	smartseq_BladderTissue_bladder_cell_340
341	SRR6519891	smartseq_BladderTissue_bladder_cell_341
342	SRR6520251	smartseq_BladderTissue_bladder_cell_342
343	SRR6520697	smartseq_BladderTissue_bladder_cell_343
344	SRR6521618	smartseq_BladderTissue_bladder_cell_344
345	SRR6519629	smartseq_BladderTissue_bladder_cell_345
346	SRR6519892	smartseq_BladderTissue_bladder_cell_346
347	SRR6520252	smartseq_BladderTissue_bladder_cell_347
348	SRR6520699	smartseq_BladderTissue_bladder_cell_348
349	SRR6519893	smartseq_BladderTissue_bladder_cell_349
350	SRR6520253	smartseq_BladderTissue_bladder_cell_350
351	SRR6520702	smartseq_BladderTissue_bladder_cell_351
352	SRR6519894	smartseq_BladderTissue_bladder_cell_352
353	SRR6520254	smartseq_BladderTissue_bladder_cell_353
354	SRR6519631	smartseq_BladderTissue_bladder_urothelial_cell_354
355	SRR6520256	smartseq_BladderTissue_bladder_cell_355
356	SRR6520704	smartseq_BladderTissue_bladder_urothelial_cell_356
357	SRR6522063	smartseq_BladderTissue_bladder_cell_357
358	SRR6521654	smartseq_BladderTissue_bladder_cell_358
359	SRR6519908	smartseq_BladderTissue_bladder_cell_359
360	SRR6520271	smartseq_BladderTissue_bladder_cell_360
361	SRR6520732	smartseq_BladderTissue_bladder_cell_361
362	SRR6519589	smartseq_BladderTissue_bladder_urothelial_cell_362
363	SRR6519918	smartseq_BladderTissue_bladder_cell_363
364	SRR6520281	smartseq_BladderTissue_bladder_cell_364
365	SRR6520753	smartseq_BladderTissue_bladder_urothelial_cell_365
366	SRR6519611	smartseq_BladderTissue_bladder_urothelial_cell_366
367	SRR6519919	smartseq_BladderTissue_bladder_cell_367
368	SRR6520282	smartseq_BladderTissue_bladder_cell_368
369	SRR6520755	smartseq_BladderTissue_bladder_urothelial_cell_369
370	SRR6519634	smartseq_BladderTissue_bladder_urothelial_cell_370
371	SRR6519649	smartseq_BladderTissue_bladder_urothelial_cell_371
372	SRR6519920	smartseq_BladderTissue_bladder_cell_372
373	SRR6520283	smartseq_BladderTissue_bladder_cell_373
374	SRR6520758	smartseq_BladderTissue_bladder_urothelial_cell_374
375	SRR6519921	smartseq_BladderTissue_bladder_cell_375
376	SRR6520284	smartseq_BladderTissue_bladder_cell_376
377	SRR6520760	smartseq_BladderTissue_bladder_urothelial_cell_377
378	SRR6519923	smartseq_BladderTissue_bladder_cell_378
379	SRR6520285	smartseq_BladderTissue_bladder_urothelial_cell_379
380	SRR6520762	smartseq_BladderTissue_bladder_urothelial_cell_380
381	SRR6519656	smartseq_BladderTissue_bladder_cell_381
382	SRR6519924	smartseq_BladderTissue_bladder_urothelial_cell_382
383	SRR6520286	smartseq_BladderTissue_bladder_urothelial_cell_383
384	SRR6520764	smartseq_BladderTissue_bladder_urothelial_cell_384
385	SRR6520287	smartseq_BladderTissue_bladder_urothelial_cell_385
386	SRR6520766	smartseq_BladderTissue_bladder_urothelial_cell_386
387	SRR6519925	smartseq_BladderTissue_bladder_urothelial_cell_387
388	SRR6520290	smartseq_BladderTissue_bladder_urothelial_cell_388
389	SRR6520769	smartseq_BladderTissue_bladder_urothelial_cell_389
390	SRR6521683	smartseq_BladderTissue_bladder_urothelial_cell_390
391	SRR6519926	smartseq_BladderTissue_bladder_urothelial_cell_391
392	SRR6520291	smartseq_BladderTissue_bladder_urothelial_cell_392
393	SRR6520771	smartseq_BladderTissue_bladder_urothelial_cell_393
394	SRR6521685	smartseq_BladderTissue_bladder_urothelial_cell_394
395	SRR6519927	smartseq_BladderTissue_bladder_urothelial_cell_395
396	SRR6520292	smartseq_BladderTissue_bladder_urothelial_cell_396
397	SRR6520773	smartseq_BladderTissue_bladder_urothelial_cell_397
398	SRR6522085	smartseq_BladderTissue_bladder_cell_398
399	SRR6521656	smartseq_BladderTissue_bladder_cell_399
400	SRR6519644	smartseq_BladderTissue_bladder_cell_400
401	SRR6519909	smartseq_BladderTissue_bladder_cell_401
402	SRR6520272	smartseq_BladderTissue_bladder_cell_402
403	SRR6520736	smartseq_BladderTissue_bladder_cell_403
404	SRR6520293	smartseq_BladderTissue_bladder_urothelial_cell_404
405	SRR6520775	smartseq_BladderTissue_bladder_urothelial_cell_405
406	SRR6519928	smartseq_BladderTissue_bladder_urothelial_cell_406
407	SRR6520294	smartseq_BladderTissue_bladder_urothelial_cell_407
408	SRR6520777	smartseq_BladderTissue_bladder_urothelial_cell_408
409	SRR6521690	smartseq_BladderTissue_bladder_urothelial_cell_409
410	SRR6519929	smartseq_BladderTissue_bladder_urothelial_cell_410
411	SRR6520295	smartseq_BladderTissue_bladder_urothelial_cell_411
412	SRR6520780	smartseq_BladderTissue_bladder_urothelial_cell_412
413	SRR6521658	smartseq_BladderTissue_bladder_cell_413
414	SRR6519910	smartseq_BladderTissue_bladder_cell_414
415	SRR6520273	smartseq_BladderTissue_bladder_cell_415
416	SRR6520738	smartseq_BladderTissue_bladder_cell_416
417	SRR6522107	smartseq_BladderTissue_bladder_cell_417
418	SRR6519912	smartseq_BladderTissue_bladder_cell_418
419	SRR6520274	smartseq_BladderTissue_bladder_cell_419
420	SRR6520740	smartseq_BladderTissue_bladder_cell_420
421	SRR6519647	smartseq_BladderTissue_bladder_cell_421
422	SRR6519913	smartseq_BladderTissue_bladder_cell_422
423	SRR6520275	smartseq_BladderTissue_bladder_cell_423
424	SRR6520742	smartseq_BladderTissue_bladder_cell_424
425	SRR6519523	smartseq_BladderTissue_bladder_urothelial_cell_425
426	SRR6519914	smartseq_BladderTissue_bladder_cell_426
427	SRR6520276	smartseq_BladderTissue_bladder_cell_427
428	SRR6520744	smartseq_BladderTissue_bladder_cell_428
429	SRR6519915	smartseq_BladderTissue_bladder_cell_429
